log_id,shipment_id,reading_timestamp,recorded_temperature_c,within_range
L00003947,S000665,2023-08-04 17:00:00,3.3,True
L00003948,S000665,2023-08-05 07:00:00,2.8,True
L00003949,S000665,2023-08-05 16:00:00,4.7,True
L00003950,S000665,2023-08-06 01:00:00,5.9,True
L00003951,S000666,2023-12-26 17:00:00,6.6,True
L00003952,S000666,2023-12-26 16:00:00,3.0,True
L00003953,S000666,2023-12-27 04:00:00,2.7,True
L00003954,S000667,2024-10-31 01:00:00,5.0,True
L00003955,S000667,2024-10-31 17:40:00,4.1,True
L00003956,S000667,2024-11-01 13:20:00,-0.3,False
L00003957,S000667,2024-11-02 01:00:00,2.5,True
L00003958,S000667,2024-11-01 19:40:00,4.9,True
L00003959,S000667,2024-11-02 18:20:00,4.1,True
L00003960,S000667,2024-11-03 03:00:00,7.3,True
L00003961,S000667,2024-11-03 08:40:00,2.4,True
L00003962,S000667,2024-11-03 19:20:00,5.3,True
L00003963,S000667,2024-11-04 20:00:00,6.3,True
L00003964,S000668,2024-02-02 10:00:00,7.6,True
L00003965,S000668,2024-02-03 06:00:00,5.1,True
L00003966,S000668,2024-02-03 18:00:00,5.6,True
L00003967,S000669,2023-06-17 00:00:00,4.9,True
L00003968,S000669,2023-06-18 10:24:00,6.5,True
L00003969,S000669,2023-06-18 11:48:00,6.4,True
L00003970,S000669,2023-06-19 17:12:00,4.8,True
L00003971,S000669,2023-06-19 16:36:00,6.9,True
L00003972,S000669,2023-06-20 14:00:00,2.9,True
L00003973,S000670,2023-07-08 12:00:00,4.3,True
L00003974,S000670,2023-07-08 15:40:00,7.6,True
L00003975,S000670,2023-07-08 21:20:00,4.8,True
L00003976,S000670,2023-07-09 19:00:00,6.6,True
L00003977,S000670,2023-07-09 18:40:00,4.5,True
L00003978,S000670,2023-07-10 07:20:00,4.6,True
L00003979,S000670,2023-07-11 03:00:00,4.4,True
L00003980,S000670,2023-07-11 02:40:00,6.2,True
L00003981,S000670,2023-07-12 06:20:00,5.3,True
L00003982,S000670,2023-07-12 03:00:00,7.4,True
L00003983,S000671,2023-07-03 06:00:00,4.6,True
L00003984,S000671,2023-07-03 18:00:00,2.5,True
L00003985,S000671,2023-07-04 09:00:00,4.7,True
L00003986,S000672,2024-04-12 05:00:00,5.8,True
L00003987,S000672,2024-04-12 20:00:00,4.2,True
L00003988,S000672,2024-04-13 03:00:00,5.6,True
L00003989,S000673,2024-10-27 07:00:00,2.8,True
L00003990,S000673,2024-10-28 00:20:00,6.4,True
L00003991,S000673,2024-10-28 13:40:00,7.5,True
L00003992,S000673,2024-10-29 13:00:00,7.5,True
L00003993,S000673,2024-10-29 10:20:00,7.0,True
L00003994,S000673,2024-10-30 10:40:00,5.5,True
L00003995,S000673,2024-10-31 03:00:00,6.1,True
L00003996,S000673,2024-10-31 10:20:00,3.8,True
L00003997,S000673,2024-11-01 08:40:00,5.7,True
L00003998,S000673,2024-11-01 02:00:00,4.8,True
L00003999,S000674,2024-01-31 13:00:00,3.7,True
L00004000,S000674,2024-02-01 08:00:00,3.2,True
L00004001,S000674,2024-02-01 07:00:00,2.8,True
L00004002,S000674,2024-02-01 13:00:00,4.6,True
L00004003,S000674,2024-02-02 19:00:00,2.9,True
L00004004,S000674,2024-02-03 06:00:00,3.2,True
L00004005,S000674,2024-02-03 06:00:00,5.3,True
L00004006,S000674,2024-02-04 05:00:00,3.2,True
L00004007,S000674,2024-02-04 09:00:00,2.6,True
L00004008,S000674,2024-02-04 16:00:00,4.0,True
L00004009,S000674,2024-02-05 10:00:00,3.5,True
L00004010,S000675,2024-02-26 02:00:00,5.1,True
L00004011,S000675,2024-02-27 03:00:00,2.8,True
L00004012,S000675,2024-02-27 21:00:00,2.4,True
L00004013,S000675,2024-02-28 07:00:00,7.5,True
L00004014,S000675,2024-02-28 02:00:00,4.3,True
L00004015,S000675,2024-02-28 17:00:00,5.6,True
L00004016,S000675,2024-02-29 16:00:00,2.7,True
L00004017,S000675,2024-03-01 00:00:00,6.0,True
L00004018,S000675,2024-03-01 20:00:00,7.3,True
L00004019,S000676,2024-04-10 22:00:00,2.5,True
L00004020,S000676,2024-04-11 01:54:33,6.3,True
L00004021,S000676,2024-04-11 12:49:05,6.6,True
L00004022,S000676,2024-04-11 16:43:38,3.2,True
L00004023,S000676,2024-04-12 13:38:11,5.2,True
L00004024,S000676,2024-04-12 18:32:44,3.3,True
L00004025,S000676,2024-04-13 13:27:16,6.2,True
L00004026,S000676,2024-04-13 22:21:49,3.8,True
L00004027,S000676,2024-04-14 11:16:22,4.0,True
L00004028,S000676,2024-04-14 03:10:55,6.9,True
L00004029,S000676,2024-04-14 19:05:27,4.9,True
L00004030,S000676,2024-04-15 07:00:00,5.9,True
L00004031,S000677,2023-11-26 11:00:00,3.9,True
L00004032,S000677,2023-11-26 16:00:00,3.3,True
L00004033,S000677,2023-11-27 09:00:00,6.4,True
L00004034,S000677,2023-11-27 02:00:00,4.9,True
L00004035,S000678,2023-06-05 19:00:00,7.4,True
L00004036,S000678,2023-06-05 22:00:00,7.7,True
L00004037,S000678,2023-06-06 13:00:00,4.7,True
L00004038,S000679,2023-07-05 14:00:00,6.9,True
L00004039,S000679,2023-07-05 19:00:00,3.4,True
L00004040,S000679,2023-07-06 08:00:00,7.4,True
L00004041,S000679,2023-07-07 08:00:00,4.1,True
L00004042,S000679,2023-07-07 02:00:00,7.6,True
L00004043,S000679,2023-07-07 23:00:00,6.8,True
L00004044,S000679,2023-07-08 02:00:00,6.7,True
L00004045,S000680,2023-09-10 02:00:00,4.7,True
L00004046,S000680,2023-09-10 23:00:00,6.7,True
L00004047,S000680,2023-09-11 01:00:00,7.1,True
L00004048,S000681,2022-11-19 06:00:00,7.2,True
L00004049,S000681,2022-11-20 06:00:00,4.4,True
L00004050,S000681,2022-11-20 11:00:00,6.8,True
L00004051,S000681,2022-11-20 04:00:00,3.0,True
L00004052,S000682,2024-11-25 18:00:00,4.7,True
L00004053,S000682,2024-11-26 08:00:00,4.9,True
L00004054,S000682,2024-11-26 00:00:00,6.7,True
L00004055,S000683,2022-12-11 23:00:00,3.8,True
L00004056,S000683,2022-12-11 19:42:51,4.1,True
L00004057,S000683,2022-12-12 18:25:43,6.1,True
L00004058,S000683,2022-12-13 00:08:34,6.4,True
L00004059,S000683,2022-12-13 22:51:26,7.3,True
L00004060,S000683,2022-12-14 14:34:17,3.4,True
L00004061,S000683,2022-12-15 03:17:09,6.6,True
L00004062,S000683,2022-12-15 14:00:00,6.3,True
L00004063,S000684,2022-10-04 14:00:00,3.6,True
L00004064,S000684,2022-10-05 00:40:00,3.4,True
L00004065,S000684,2022-10-05 14:20:00,7.5,True
L00004066,S000684,2022-10-05 08:00:00,7.3,True
L00004067,S000684,2022-10-06 05:40:00,2.6,True
L00004068,S000684,2022-10-06 09:20:00,4.1,True
L00004069,S000684,2022-10-07 10:00:00,4.5,True
L00004070,S000684,2022-10-07 06:40:00,3.6,True
L00004071,S000684,2022-10-07 22:20:00,5.7,True
L00004072,S000684,2022-10-08 23:00:00,5.8,True
L00004073,S000685,2024-10-06 22:00:00,7.4,True
L00004074,S000685,2024-10-07 05:00:00,3.5,True
L00004075,S000685,2024-10-07 09:00:00,4.1,True
L00004076,S000685,2024-10-07 22:00:00,6.4,True
L00004077,S000685,2024-10-08 18:00:00,4.4,True
L00004078,S000685,2024-10-08 12:00:00,5.6,True
L00004079,S000685,2024-10-09 18:00:00,4.7,True
L00004080,S000686,2024-08-01 18:00:00,7.3,True
L00004081,S000686,2024-08-01 20:00:00,3.5,True
L00004082,S000686,2024-08-02 04:00:00,3.9,True
L00004083,S000686,2024-08-02 06:00:00,4.3,True
L00004084,S000687,2024-06-11 09:00:00,4.5,True
L00004085,S000687,2024-06-11 14:00:00,2.6,True
L00004086,S000687,2024-06-12 05:00:00,5.4,True
L00004087,S000688,2024-10-26 02:00:00,2.4,True
L00004088,S000688,2024-10-27 01:20:00,4.1,True
L00004089,S000688,2024-10-27 11:40:00,6.6,True
L00004090,S000688,2024-10-27 22:00:00,2.7,True
L00004091,S000688,2024-10-28 12:20:00,3.8,True
L00004092,S000688,2024-10-29 03:40:00,5.5,True
L00004093,S000688,2024-10-30 05:00:00,3.7,True
L00004094,S000688,2024-10-30 13:20:00,7.3,True
L00004095,S000688,2024-10-30 12:40:00,3.0,True
L00004096,S000688,2024-10-31 14:00:00,6.6,True
L00004097,S000689,2024-02-20 03:00:00,4.0,True
L00004098,S000689,2024-02-20 16:00:00,5.1,True
L00004099,S000689,2024-02-21 17:00:00,6.9,True
L00004100,S000689,2024-02-22 01:00:00,4.8,True
L00004101,S000689,2024-02-22 15:00:00,4.2,True
L00004102,S000689,2024-02-23 11:00:00,5.2,True
L00004103,S000689,2024-02-23 02:00:00,6.2,True
L00004104,S000689,2024-02-24 00:00:00,4.7,True
L00004105,S000689,2024-02-24 06:00:00,7.4,True
L00004106,S000689,2024-02-24 16:00:00,3.9,True
L00004107,S000689,2024-02-25 06:00:00,4.9,True
L00004108,S000690,2024-08-10 21:00:00,2.7,True
L00004109,S000690,2024-08-11 04:24:00,7.0,True
L00004110,S000690,2024-08-11 12:48:00,4.9,True
L00004111,S000690,2024-08-12 01:12:00,2.7,True
L00004112,S000690,2024-08-12 09:36:00,5.3,True
L00004113,S000690,2024-08-13 04:00:00,4.6,True
L00004114,S000691,2024-10-22 14:00:00,3.5,True
L00004115,S000691,2024-10-22 22:00:00,3.2,True
L00004116,S000691,2024-10-23 10:00:00,2.6,True
L00004117,S000691,2024-10-23 01:00:00,6.7,True
L00004118,S000692,2023-09-04 05:00:00,3.9,True
L00004119,S000692,2023-09-05 01:00:00,4.8,True
L00004120,S000692,2023-09-05 07:00:00,6.9,True
L00004121,S000693,2023-08-28 22:00:00,3.2,True
L00004122,S000693,2023-08-28 11:17:09,5.1,True
L00004123,S000693,2023-08-29 03:34:17,6.2,True
L00004124,S000693,2023-08-29 11:51:26,7.6,True
L00004125,S000693,2023-08-30 01:08:34,3.4,True
L00004126,S000693,2023-08-30 23:25:43,2.4,True
L00004127,S000693,2023-08-31 06:42:51,2.7,True
L00004128,S000693,2023-08-31 09:00:00,4.3,True
L00004129,S000694,2024-09-18 02:00:00,7.6,True
L00004130,S000694,2024-09-18 15:00:00,4.9,True
L00004131,S000694,2024-09-19 16:00:00,3.3,True
L00004132,S000695,2024-10-30 12:00:00,3.7,True
L00004133,S000695,2024-10-31 02:00:00,4.2,True
L00004134,S000695,2024-11-01 07:00:00,6.1,True
L00004135,S000695,2024-11-01 12:00:00,0.2,False
L00004136,S000696,2023-01-22 15:00:00,3.8,True
L00004137,S000696,2023-01-22 22:00:00,3.3,True
L00004138,S000696,2023-01-22 18:00:00,2.5,True
L00004139,S000696,2023-01-23 02:00:00,2.4,True
L00004140,S000697,2024-08-21 05:00:00,3.3,True
L00004141,S000697,2024-08-21 12:00:00,4.5,True
L00004142,S000697,2024-08-22 19:00:00,7.4,True
L00004143,S000698,2024-01-11 21:00:00,5.3,True
L00004144,S000698,2024-01-11 17:36:00,2.9,True
L00004145,S000698,2024-01-11 23:12:00,5.6,True
L00004146,S000698,2024-01-12 18:48:00,5.4,True
L00004147,S000698,2024-01-13 01:24:00,6.6,True
L00004148,S000698,2024-01-13 05:00:00,7.6,True
L00004149,S000699,2023-07-03 22:00:00,7.1,True
L00004150,S000699,2023-07-04 07:17:09,7.1,True
L00004151,S000699,2023-07-03 23:34:17,4.1,True
L00004152,S000699,2023-07-04 18:51:26,5.6,True
L00004153,S000699,2023-07-05 15:08:34,7.3,True
L00004154,S000699,2023-07-05 12:25:43,7.5,True
L00004155,S000699,2023-07-06 03:42:51,5.0,True
L00004156,S000699,2023-07-06 01:00:00,4.7,True
L00004157,S000700,2023-08-02 06:00:00,3.7,True
L00004158,S000700,2023-08-02 14:00:00,4.9,True
L00004159,S000700,2023-08-03 00:00:00,4.1,True
L00004160,S000701,2024-12-04 03:00:00,4.5,True
L00004161,S000701,2024-12-05 10:42:51,7.7,True
L00004162,S000701,2024-12-05 08:25:43,2.6,True
L00004163,S000701,2024-12-06 16:08:34,5.4,True
L00004164,S000701,2024-12-06 11:51:26,2.7,True
L00004165,S000701,2024-12-06 21:34:17,3.1,True
L00004166,S000701,2024-12-07 23:17:09,4.7,True
L00004167,S000701,2024-12-08 16:00:00,5.1,True
L00004168,S000702,2023-07-12 13:00:00,2.9,True
L00004169,S000702,2023-07-12 11:00:00,7.0,True
L00004170,S000702,2023-07-12 23:00:00,4.9,True
L00004171,S000702,2023-07-13 06:00:00,6.1,True
L00004172,S000703,2023-11-18 07:00:00,4.2,True
L00004173,S000703,2023-11-18 14:00:00,6.6,True
L00004174,S000703,2023-11-19 21:00:00,5.7,True
L00004175,S000704,2024-11-26 15:00:00,5.4,True
L00004176,S000704,2024-11-26 15:00:00,5.6,True
L00004177,S000704,2024-11-27 22:00:00,7.4,True
L00004178,S000704,2024-11-28 05:00:00,6.6,True
L00004179,S000704,2024-11-28 18:00:00,2.4,True
L00004180,S000704,2024-11-28 17:00:00,5.2,True
L00004181,S000704,2024-11-29 08:00:00,6.0,True
L00004182,S000704,2024-11-29 15:00:00,6.3,True
L00004183,S000704,2024-11-30 19:00:00,3.5,True
L00004184,S000705,2024-10-16 22:00:00,5.2,True
L00004185,S000705,2024-10-16 22:00:00,5.2,True
L00004186,S000705,2024-10-17 21:00:00,4.5,True
L00004187,S000706,2023-03-27 07:00:00,2.6,True
L00004188,S000706,2023-03-28 00:00:00,6.9,True
L00004189,S000706,2023-03-28 10:00:00,2.6,True
L00004190,S000706,2023-03-28 22:00:00,3.8,True
L00004191,S000707,2022-12-19 07:00:00,5.1,True
L00004192,S000707,2022-12-20 03:00:00,7.6,True
L00004193,S000707,2022-12-19 18:00:00,5.6,True
L00004194,S000707,2022-12-20 01:00:00,4.3,True
L00004195,S000708,2024-08-20 23:00:00,2.4,True
L00004196,S000708,2024-08-21 08:20:00,7.1,True
L00004197,S000708,2024-08-21 16:40:00,2.5,True
L00004198,S000708,2024-08-22 15:00:00,3.6,True
L00004199,S000708,2024-08-22 15:20:00,2.5,True
L00004200,S000708,2024-08-22 22:40:00,4.1,True
L00004201,S000708,2024-08-23 16:00:00,5.1,True
L00004202,S000708,2024-08-24 07:20:00,6.6,True
L00004203,S000708,2024-08-25 06:40:00,4.1,True
L00004204,S000708,2024-08-25 01:00:00,6.1,True
L00004205,S000709,2023-04-20 17:00:00,5.0,True
L00004206,S000709,2023-04-20 13:00:00,3.7,True
L00004207,S000709,2023-04-21 21:00:00,2.3,True
L00004208,S000709,2023-04-21 19:00:00,5.8,True
L00004209,S000709,2023-04-22 21:00:00,5.1,True
L00004210,S000710,2024-01-01 02:00:00,2.7,True
L00004211,S000710,2024-01-01 18:00:00,6.1,True
L00004212,S000710,2024-01-02 01:00:00,5.8,True
L00004213,S000711,2024-10-19 02:00:00,4.7,True
L00004214,S000711,2024-10-20 02:42:51,7.3,True
L00004215,S000711,2024-10-21 02:25:43,5.9,True
L00004216,S000711,2024-10-21 07:08:34,4.4,True
L00004217,S000711,2024-10-21 15:51:26,3.0,True
L00004218,S000711,2024-10-22 01:34:17,3.7,True
L00004219,S000711,2024-10-23 09:17:09,5.4,True
L00004220,S000711,2024-10-23 06:00:00,6.2,True
L00004221,S000712,2023-01-22 15:00:00,7.5,True
L00004222,S000712,2023-01-22 16:24:00,3.6,True
L00004223,S000712,2023-01-23 15:48:00,4.2,True
L00004224,S000712,2023-01-24 07:12:00,7.1,True
L00004225,S000712,2023-01-24 21:36:00,7.5,True
L00004226,S000712,2023-01-25 05:00:00,4.7,True
L00004227,S000713,2023-09-13 12:00:00,3.2,True
L00004228,S000713,2023-09-14 01:00:00,3.7,True
L00004229,S000713,2023-09-14 02:00:00,2.9,True
L00004230,S000714,2023-06-10 09:00:00,2.6,True
L00004231,S000714,2023-06-11 00:00:00,4.4,True
L00004232,S000714,2023-06-11 17:00:00,4.2,True
L00004233,S000715,2023-09-08 16:00:00,,
L00004234,S000715,2023-09-09 11:00:00,7.4,True
L00004235,S000715,2023-09-09 23:00:00,6.1,True
L00004236,S000716,2022-04-01 09:00:00,7.6,True
L00004237,S000716,2022-04-02 08:00:00,4.5,True
L00004238,S000716,2022-04-02 18:00:00,4.7,True
L00004239,S000716,2022-04-02 14:00:00,5.4,True
L00004240,S000716,2022-04-03 13:00:00,7.6,True
L00004241,S000716,2022-04-03 13:00:00,3.6,True
L00004242,S000716,2022-04-04 03:00:00,6.0,True
L00004243,S000717,2024-07-15 22:00:00,4.4,True
L00004244,S000717,2024-07-15 23:00:00,5.0,True
L00004245,S000717,2024-07-16 12:00:00,2.3,True
L00004246,S000717,2024-07-16 22:00:00,5.0,True
L00004247,S000718,2024-12-23 11:00:00,3.4,True
L00004248,S000718,2024-12-24 08:00:00,6.8,True
L00004249,S000718,2024-12-24 22:00:00,2.5,True
L00004250,S000719,2024-10-02 18:00:00,3.5,True
L00004251,S000719,2024-10-03 09:00:00,3.0,True
L00004252,S000719,2024-10-03 05:00:00,7.4,True
L00004253,S000720,2022-10-23 13:00:00,4.9,True
L00004254,S000720,2022-10-23 14:36:00,3.5,True
L00004255,S000720,2022-10-24 08:12:00,3.7,True
L00004256,S000720,2022-10-24 12:48:00,7.0,True
L00004257,S000720,2022-10-25 12:24:00,2.8,True
L00004258,S000720,2022-10-25 09:00:00,6.2,True
L00004259,S000721,2023-07-25 03:00:00,4.5,True
L00004260,S000721,2023-07-26 05:36:00,6.1,True
L00004261,S000721,2023-07-26 13:12:00,3.5,True
L00004262,S000721,2023-07-26 15:48:00,4.3,True
L00004263,S000721,2023-07-26 18:24:00,4.4,True
L00004264,S000721,2023-07-27 08:00:00,7.6,True
L00004265,S000722,2024-12-05 22:00:00,3.6,True
L00004266,S000722,2024-12-06 05:00:00,2.7,True
L00004267,S000722,2024-12-07 00:00:00,4.0,True
L00004268,S000722,2024-12-07 13:00:00,3.7,True
L00004269,S000723,2024-02-18 16:00:00,2.8,True
L00004270,S000723,2024-02-18 15:00:00,6.3,True
L00004271,S000723,2024-02-19 14:00:00,2.4,True
L00004272,S000724,2024-05-29 13:00:00,4.0,True
L00004273,S000724,2024-05-30 03:42:51,2.6,True
L00004274,S000724,2024-05-30 23:25:43,6.1,True
L00004275,S000724,2024-05-31 12:08:34,2.4,True
L00004276,S000724,2024-05-31 09:51:26,4.5,True
L00004277,S000724,2024-06-01 16:34:17,4.1,True
L00004278,S000724,2024-06-01 15:17:09,6.0,True
L00004279,S000724,2024-06-02 02:00:00,6.4,True
L00004280,S000725,2023-08-27 03:00:00,3.9,True
L00004281,S000725,2023-08-27 12:00:00,4.7,True
L00004282,S000725,2023-08-28 01:00:00,6.2,True
L00004283,S000725,2023-08-28 20:00:00,6.0,True
L00004284,S000725,2023-08-29 00:00:00,7.6,True
L00004285,S000725,2023-08-30 09:00:00,3.5,True
L00004286,S000725,2023-08-30 18:00:00,5.9,True
L00004287,S000725,2023-08-30 13:00:00,5.6,True
L00004288,S000725,2023-08-31 03:00:00,7.2,True
L00004289,S000726,2023-03-09 15:00:00,4.6,True
L00004290,S000726,2023-03-09 22:00:00,5.4,True
L00004291,S000726,2023-03-10 19:00:00,2.3,True
L00004292,S000726,2023-03-11 01:00:00,3.7,True
L00004293,S000726,2023-03-11 10:00:00,5.1,True
L00004294,S000726,2023-03-11 23:00:00,6.2,True
L00004295,S000726,2023-03-12 21:00:00,3.2,True
L00004296,S000726,2023-03-12 22:00:00,5.3,True
L00004297,S000726,2023-03-13 10:00:00,6.2,True
L00004298,S000727,2024-01-01 00:00:00,3.6,True
L00004299,S000727,2024-01-02 02:00:00,5.0,True
L00004300,S000727,2024-01-02 22:00:00,4.0,True
L00004301,S000727,2024-01-03 00:00:00,3.3,True
L00004302,S000727,2024-01-03 23:00:00,5.0,True
L00004303,S000727,2024-01-03 16:00:00,4.0,True
L00004304,S000727,2024-01-04 00:00:00,3.7,True
L00004305,S000727,2024-01-05 07:00:00,4.8,True
L00004306,S000727,2024-01-05 03:00:00,3.0,True
L00004307,S000727,2024-01-06 04:00:00,7.3,True
L00004308,S000727,2024-01-06 08:00:00,7.0,True
L00004309,S000728,2024-07-10 00:00:00,5.7,True
L00004310,S000728,2024-07-11 08:00:00,3.9,True
L00004311,S000728,2024-07-11 10:00:00,7.2,True
L00004312,S000728,2024-07-11 12:00:00,5.7,True
L00004313,S000728,2024-07-12 20:00:00,4.7,True
L00004314,S000728,2024-07-12 23:00:00,2.5,True
L00004315,S000728,2024-07-13 01:00:00,5.0,True
L00004316,S000728,2024-07-14 11:00:00,6.4,True
L00004317,S000728,2024-07-14 10:00:00,3.7,True
L00004318,S000728,2024-07-15 09:00:00,6.7,True
L00004319,S000728,2024-07-15 14:00:00,3.7,True
L00004320,S000729,2024-09-20 15:00:00,2.7,True
L00004321,S000729,2024-09-21 09:00:00,4.6,True
L00004322,S000729,2024-09-21 22:00:00,3.9,True
L00004323,S000730,2024-03-19 22:00:00,4.6,True
L00004324,S000730,2024-03-20 00:00:00,7.7,True
L00004325,S000730,2024-03-19 17:00:00,3.5,True
L00004326,S000730,2024-03-20 04:00:00,2.9,True
L00004327,S000731,2024-04-17 06:00:00,5.1,True
L00004328,S000731,2024-04-17 15:40:00,5.9,True
L00004329,S000731,2024-04-18 18:20:00,3.7,True
L00004330,S000731,2024-04-19 06:00:00,13.5,False
L00004331,S000731,2024-04-19 07:40:00,4.7,True
L00004332,S000731,2024-04-20 03:20:00,3.0,True
L00004333,S000731,2024-04-19 16:00:00,6.3,True
L00004334,S000731,2024-04-20 07:40:00,5.8,True
L00004335,S000731,2024-04-20 23:20:00,4.0,True
L00004336,S000731,2024-04-21 12:00:00,5.7,True
L00004337,S000732,2023-05-29 17:00:00,3.0,True
L00004338,S000732,2023-05-30 04:00:00,3.7,True
L00004339,S000732,2023-05-30 15:00:00,4.4,True
L00004340,S000732,2023-05-30 15:00:00,7.4,True
L00004341,S000733,2024-05-05 10:00:00,4.8,True
L00004342,S000733,2024-05-05 20:00:00,5.0,True
L00004343,S000733,2024-05-06 14:00:00,5.4,True
L00004344,S000733,2024-05-06 23:00:00,7.3,True
L00004345,S000734,2024-10-11 02:00:00,4.7,True
L00004346,S000734,2024-10-11 15:00:00,4.8,True
L00004347,S000734,2024-10-12 02:00:00,6.6,True
L00004348,S000734,2024-10-12 22:00:00,5.6,True
L00004349,S000734,2024-10-13 23:00:00,5.8,True
L00004350,S000734,2024-10-14 06:00:00,7.7,True
L00004351,S000734,2024-10-14 06:00:00,2.7,True
L00004352,S000734,2024-10-15 11:00:00,3.5,True
L00004353,S000734,2024-10-15 03:00:00,4.5,True
L00004354,S000735,2023-10-08 18:00:00,2.7,True
L00004355,S000735,2023-10-09 06:20:00,6.7,True
L00004356,S000735,2023-10-09 08:40:00,5.8,True
L00004357,S000735,2023-10-10 04:00:00,5.8,True
L00004358,S000735,2023-10-10 18:20:00,3.0,True
L00004359,S000735,2023-10-11 04:40:00,5.8,True
L00004360,S000735,2023-10-11 19:00:00,7.6,True
L00004361,S000735,2023-10-12 18:20:00,7.2,True
L00004362,S000735,2023-10-12 14:40:00,4.7,True
L00004363,S000735,2023-10-13 16:00:00,2.5,True
L00004364,S000736,2023-10-22 15:00:00,6.1,True
L00004365,S000736,2023-10-23 09:00:00,4.8,True
L00004366,S000736,2023-10-23 14:00:00,2.6,True
L00004367,S000736,2023-10-23 16:00:00,4.6,True
L00004368,S000736,2023-10-24 19:00:00,4.8,True
L00004369,S000736,2023-10-24 21:00:00,7.3,True
L00004370,S000736,2023-10-25 04:00:00,5.8,True
L00004371,S000736,2023-10-26 11:00:00,4.0,True
L00004372,S000736,2023-10-26 21:00:00,5.1,True
L00004373,S000737,2022-10-09 20:00:00,7.2,True
L00004374,S000737,2022-10-09 14:00:00,7.6,True
L00004375,S000737,2022-10-10 07:00:00,5.9,True
L00004376,S000737,2022-10-10 09:00:00,6.7,True
L00004377,S000738,2024-08-06 01:00:00,4.0,True
L00004378,S000738,2024-08-06 18:42:51,2.6,True
L00004379,S000738,2024-08-07 18:25:43,4.2,True
L00004380,S000738,2024-08-08 16:08:34,5.9,True
L00004381,S000738,2024-08-08 18:51:26,2.9,True
L00004382,S000738,2024-08-09 05:34:17,2.4,True
L00004383,S000738,2024-08-10 07:17:09,3.1,True
L00004384,S000738,2024-08-10 05:00:00,6.2,True
L00004385,S000739,2024-12-16 23:00:00,4.8,True
L00004386,S000739,2024-12-16 21:00:00,2.7,True
L00004387,S000739,2024-12-17 09:00:00,5.9,True
L00004388,S000739,2024-12-18 10:00:00,6.7,True
L00004389,S000739,2024-12-18 06:00:00,3.6,True
L00004390,S000739,2024-12-19 10:00:00,4.6,True
L00004391,S000739,2024-12-19 17:00:00,6.8,True
L00004392,S000739,2024-12-20 00:00:00,7.0,True
L00004393,S000739,2024-12-20 03:00:00,3.6,True
L00004394,S000739,2024-12-20 16:00:00,5.3,True
L00004395,S000739,2024-12-21 10:00:00,3.3,True
L00004396,S000740,2022-12-16 04:00:00,5.7,True
L00004397,S000740,2022-12-16 16:40:00,2.4,True
L00004398,S000740,2022-12-17 03:20:00,6.2,True
L00004399,S000740,2022-12-18 07:00:00,5.1,True
L00004400,S000740,2022-12-18 00:40:00,5.6,True
L00004401,S000740,2022-12-19 04:20:00,5.7,True
L00004402,S000740,2022-12-19 12:00:00,5.1,True
L00004403,S000740,2022-12-19 02:40:00,5.4,True
L00004404,S000740,2022-12-20 00:20:00,6.0,True
L00004405,S000740,2022-12-20 23:00:00,6.4,True
L00004406,S000741,2024-07-22 03:00:00,3.3,True
L00004407,S000741,2024-07-23 03:00:00,3.3,True
L00004408,S000741,2024-07-23 23:00:00,2.6,True
L00004409,S000741,2024-07-24 05:00:00,5.5,True
L00004410,S000742,2024-09-30 03:00:00,5.1,True
L00004411,S000742,2024-09-30 19:00:00,2.9,True
L00004412,S000742,2024-10-01 12:00:00,3.4,True
L00004413,S000742,2024-10-02 03:00:00,7.7,True
L00004414,S000742,2024-10-02 09:00:00,5.2,True
L00004415,S000743,2023-08-07 20:00:00,3.8,True
L00004416,S000743,2023-08-08 04:00:00,2.4,True
L00004417,S000743,2023-08-08 16:00:00,6.3,True
L00004418,S000743,2023-08-09 20:00:00,5.7,True
L00004419,S000744,2024-04-14 07:00:00,5.9,True
L00004420,S000744,2024-04-14 10:54:33,3.4,True
L00004421,S000744,2024-04-15 15:49:05,4.2,True
L00004422,S000744,2024-04-16 02:43:38,3.0,True
L00004423,S000744,2024-04-16 13:38:11,3.0,True
L00004424,S000744,2024-04-16 21:32:44,6.0,True
L00004425,S000744,2024-04-17 01:27:16,6.9,True
L00004426,S000744,2024-04-18 02:21:49,7.5,True
L00004427,S000744,2024-04-18 14:16:22,5.7,True
L00004428,S000744,2024-04-18 05:10:55,3.3,True
L00004429,S000744,2024-04-19 07:05:27,2.9,True
L00004430,S000744,2024-04-19 05:00:00,6.7,True
L00004431,S000745,2024-04-13 17:00:00,6.5,True
L00004432,S000745,2024-04-13 13:00:00,2.7,True
L00004433,S000745,2024-04-14 04:00:00,5.9,True
L00004434,S000745,2024-04-14 22:00:00,6.7,True
L00004435,S000746,2024-06-17 20:00:00,6.9,True
L00004436,S000746,2024-06-17 12:36:00,3.8,True
L00004437,S000746,2024-06-18 01:12:00,5.8,True
L00004438,S000746,2024-06-19 01:48:00,4.0,True
L00004439,S000746,2024-06-18 17:24:00,7.5,True
L00004440,S000746,2024-06-19 05:00:00,2.5,True
L00004441,S000747,2024-04-13 06:00:00,6.5,True
L00004442,S000747,2024-04-14 08:00:00,3.5,True
L00004443,S000747,2024-04-14 05:00:00,5.7,True
L00004444,S000748,2022-08-29 21:00:00,2.4,True
